[2025-10-04 18:07:07,158] INFO django.utils.autoreload: Watching for file changes with StatReloader
[2025-10-05 22:30:00,099] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:30:00,100] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:30:00,100] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:30:00,100] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:30:00,101] INFO scheduling.availability:  Available employees:
[2025-10-05 22:30:00,101] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:30:00,101] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:30:00,101] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:30:00,102] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:30:00,102] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:30:03,268] INFO scheduling.availability: Available employees:
[2025-10-05 22:30:03,268] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:30:03,268] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:30:03,268] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:30:03,268] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:30:03,268] INFO scheduling.availability:  Available employees:
[2025-10-05 22:30:03,268] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:30:03,268] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:30:03,268] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:30:03,268] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:30:06,182] INFO django.server: "GET /schedule/search/date/?date=2025-10-15&service_category=17&customer_address=2101+Cedar+Springs+Rd%2C+Dallas%2C+TX+75201 HTTP/1.1" 200 20341
[2025-10-05 22:30:06,198] INFO django.server: "GET /static/css/custom_styles.css HTTP/1.1" 200 10930
[2025-10-05 22:30:06,323] INFO django.server: "GET /static/images/subtle-white-feathers.png HTTP/1.1" 200 177395
[2025-10-05 22:30:06,380] INFO django.server: "GET /static/favicon.ico HTTP/1.1" 200 15406
[2025-10-05 22:39:07,146] INFO django.utils.autoreload: Watching for file changes with StatReloader
[2025-10-05 22:39:11,103] INFO django.server: "GET / HTTP/1.1" 200 1995
[2025-10-05 22:40:04,945] INFO django.server: "GET /schedule/search/timeslot/ HTTP/1.1" 200 4895
[2025-10-05 22:40:28,454] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:28,455] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:28,455] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:40:28,455] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:28,455] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:28,455] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:28,455] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:28,457] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:28,457] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:40:28,457] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:28,457] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:28,457] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:40:32,149] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:32,149] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:32,150] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:32,150] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:32,150] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:32,151] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:32,151] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:32,151] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:36,390] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:36,390] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:36,390] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:40:36,391] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:36,391] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:36,391] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:36,392] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:36,392] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:36,392] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:40:36,393] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:36,393] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:36,393] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:40:40,460] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:40,460] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:40,460] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:40:40,461] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:40,461] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:40,461] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:40,462] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:40,462] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:40,462] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:40:40,463] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:40,463] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:40,463] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:40:43,967] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:43,967] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:43,967] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:40:43,967] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:43,967] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:43,967] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:43,967] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:43,967] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:40:43,967] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:43,967] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:40:48,071] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:48,071] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:48,071] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:40:48,072] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:48,072] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:48,072] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:48,073] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:48,073] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:48,073] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:40:48,073] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:48,074] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:48,074] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:40:52,237] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:52,237] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:40:52,237] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:40:52,238] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:52,238] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:52,238] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:52,239] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:52,239] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:40:52,239] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:40:52,240] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:52,240] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:52,240] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:40:55,908] INFO scheduling.availability: Available employees:
[2025-10-05 22:40:55,908] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:40:55,908] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:40:55,909] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:40:55,909] INFO scheduling.availability:  Available employees:
[2025-10-05 22:40:55,909] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:40:55,909] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:40:55,910] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:00,099] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:00,099] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:00,099] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:00,099] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:00,099] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:00,099] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:00,115] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:00,115] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:00,115] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:00,116] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:00,116] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:00,116] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:03,357] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:03,357] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:03,358] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:03,358] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:03,358] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:03,358] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:03,359] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:03,359] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:03,359] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:03,360] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:07,598] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:07,598] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:07,598] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:07,598] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:07,598] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:07,598] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:07,598] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:07,598] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:07,598] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:07,598] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:07,598] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:07,598] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:12,104] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:12,104] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:12,104] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:12,105] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:12,105] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:12,105] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:12,106] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:12,106] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:12,106] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:12,106] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:12,107] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:12,107] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:16,368] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:16,368] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:16,368] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:16,369] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:16,369] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:16,369] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:16,369] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:16,370] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:16,370] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:16,370] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:16,370] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:16,371] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:20,189] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:20,189] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:20,189] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:20,190] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:20,190] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:20,190] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:20,191] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:20,191] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:20,191] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:20,192] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:20,192] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:20,192] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:24,058] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:24,058] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:24,058] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:24,059] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:24,059] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:24,059] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:24,060] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:24,060] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:24,060] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:24,060] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:24,061] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:24,061] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:28,211] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:28,211] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:28,211] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:28,211] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:28,211] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:28,226] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:28,226] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:28,226] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:28,226] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:28,226] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:28,227] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:28,227] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:32,095] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:32,095] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:32,095] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:32,095] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:32,095] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:32,095] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:32,095] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:32,095] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:32,095] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:32,095] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:32,095] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:32,095] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:36,522] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:36,522] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:36,522] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:36,523] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:36,523] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:36,523] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:36,524] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:36,524] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:36,524] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:36,524] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:39,722] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:39,722] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:39,723] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:39,723] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:39,723] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:39,723] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:39,724] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:39,724] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:39,724] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:39,724] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:43,578] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:43,578] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:43,578] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:43,579] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:43,579] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:43,579] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:43,580] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:43,580] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:43,580] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:43,581] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:43,581] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:43,581] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:47,420] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:47,420] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:47,421] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:47,421] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:47,421] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
[2025-10-05 22:41:47,422] INFO scheduling.availability:   - Amy Carter                | 27 min | 2100 W Walnut St, Garland, TX 75042
[2025-10-05 22:41:47,422] INFO scheduling.availability:  Available employees:
[2025-10-05 22:41:47,422] INFO scheduling.availability:    - Jessica Patton            | 11 min
[2025-10-05 22:41:47,422] INFO scheduling.availability:    - Patricia Lawson           | 6 min
[2025-10-05 22:41:47,422] INFO scheduling.availability:    - Nicole Casey              | 23 min
[2025-10-05 22:41:47,423] INFO scheduling.availability:    - Dr. Kyle Jones            | 20 min
[2025-10-05 22:41:47,423] INFO scheduling.availability:    - Amy Carter                | 27 min
[2025-10-05 22:41:51,659] INFO scheduling.availability: Available employees:
[2025-10-05 22:41:51,659] INFO scheduling.availability:   - Jessica Patton            | 11 min | 123 Greenville Ave, Dallas, TX 75206
[2025-10-05 22:41:51,659] INFO scheduling.availability:   - Patricia Lawson           | 6 min  | 3500 Oak Lawn Ave, Dallas, TX 75219
[2025-10-05 22:41:51,659] INFO scheduling.availability:   - Nicole Casey              | 23 min | 1000 Ballpark Way, Arlington, TX 76011
[2025-10-05 22:41:51,659] INFO scheduling.availability:   - Dr. Kyle Jones            | 20 min | 400 W Campbell Rd, Richardson, TX 75080
